Hero,Anti-Mage,Axe,Bane,Bloodseeker,Crystal Maiden,Drow Ranger,Earthshaker,Juggernaut,Mirana,Morphling,Shadow Fiend,Phantom Lancer,Puck,Pudge,Razor,Sand King,Storm Spirit,Sven,Tiny,Vengeful Spirit,Windranger,Zeus,Kunkka,Lina,Lion,Shadow Shaman,Slardar,Tidehunter,Witch Doctor,Lich,Riki,Enigma,Tinker,Sniper,Necrophos,Warlock,Beastmaster,Queen of Pain,Venomancer,Faceless Void,Wraith King,Death Prophet,Phantom Assassin,Pugna,Templar Assassin,Viper,Luna,Dragon Knight,Dazzle,Clockwerk,Leshrac,Nature's Prophet,Lifestealer,Dark Seer,Clinkz,Omniknight,Enchantress,Huskar,Night Stalker,Broodmother,Bounty Hunter,Weaver,Jakiro,Batrider,Chen,Spectre,Ancient Apparition,Doom,Ursa,Spirit Breaker,Gyrocopter,Alchemist,Invoker,Silencer,Outworld Destroyer,Lycan,Brewmaster,Shadow Demon,Lone Druid,Chaos Knight,Meepo,Treant Protector,Ogre Magi,Undying,Rubick,Disruptor,Nyx Assassin,Naga Siren,Keeper of the Light,Io,Visage,Slark,Medusa,Troll Warlord,Centaur Warrunner,Magnus,Timbersaw,Bristleback,Tusk,Skywrath Mage,Abaddon,Elder Titan,Legion Commander,Techies,Ember Spirit,Earth Spirit,Underlord,Terrorblade,Phoenix,Oracle,Winter Wyvern,Arc Warden,Monkey King,Dark Willow,Pangolier,Grimstroke,Hoodwink,Void Spirit,Snapfire,Mars,Ringmaster,Dawnbreaker,Marci,Primal Beast,Muerta,Kez
Lone Druid,0.76549405,0.6946671,0.39977282,0.77857095,0.32235277,0.68595076,0.62461567,0.65322626,0.3792384,0.7426216,0.7251124,0.67829424,0.6846358,0.5523383,0.83682054,0.71277374,0.639311,0.560299,0.44993553,0.49045354,0.5711494,0.5215804,0.7754983,0.7370334,0.36917198,0.25703073,0.7947191,0.6348227,0.4475549,0.3275728,0.59449375,0.49893257,0.33148158,0.6582462,0.87681234,0.30121443,0.6458193,0.7073435,0.5481975,0.7006367,0.832991,0.6245008,0.67106915,0.44557095,0.75335974,0.7993425,0.7098111,0.8165768,0.5329655,0.37876937,0.5442674,0.44020268,0.67749417,0.582454,0.5968827,0.5411244,0.36692291,0.84933466,0.6381864,0.8156937,0.44277585,0.544301,0.2864388,0.37637943,0.34893492,0.7812308,0.21311836,0.689251,0.66940063,0.50275517,0.48432437,0.74022424,0.7032704,0.21643512,0.7790348,0.8224786,0.65554327,0.36726022,0.9999998,0.8477669,0.81357265,0.39453188,0.45231032,0.3131244,0.39079002,0.28721684,0.55585754,0.32492653,0.38756004,0.52799237,0.7327875,0.52598333,0.5983897,0.71903104,0.68369484,0.7254533,0.75812715,0.73838675,0.3247274,0.377807,0.42656833,0.34394506,0.7081749,0.3558481,0.6741181,0.60273737,0.66594374,0.5722187,0.4334146,0.35183626,0.5250428,0.78511286,0.58533657,0.41693357,0.75286466,0.4560715,0.4505392,0.7403326,0.40824568,0.7244738,0.12480252,0.6592578,0.40306193,0.7469423,0.3279221,0.68912655
Chaos Knight,0.7238264,0.63849837,0.3497936,0.74146026,0.25432584,0.60363877,0.5041841,0.66809905,0.06582696,0.60828286,0.4519857,0.71084756,0.37799767,0.572268,0.6501722,0.5941749,0.3813427,0.6527131,0.33064598,0.44037828,0.43521023,0.34638363,0.68281054,0.42763928,0.26276863,0.25923997,0.7210299,0.5712599,0.34543282,0.18975116,0.5516376,0.28726748,0.1763985,0.39510804,0.72188765,0.26575127,0.5120058,0.4318471,0.39209044,0.7844247,0.9273953,0.37971058,0.7013582,0.15105964,0.5720192,0.51550597,0.67298645,0.6890325,0.37995467,0.3824104,0.29797179,0.37030345,0.7030956,0.41702342,0.41585636,0.48820114,0.07473851,0.64200974,0.64331824,0.63122153,0.32005763,0.5565095,0.21419647,0.07196188,0.16391335,0.77824354,0.19635524,0.5597667,0.68208116,0.49239334,0.4406493,0.6589024,0.41373903,0.091006614,0.53760076,0.6955888,0.57669884,0.15867083,0.8477669,1.0000001,0.6467696,0.37603855,0.46830022,0.23749715,0.20258218,0.1512472,0.4436653,0.42300484,0.057034314,0.38892415,0.4962854,0.5681818,0.5575335,0.69885796,0.63377565,0.6134888,0.5684268,0.7256359,0.34098572,0.19871,0.50150084,0.2812855,0.64555347,0.14102551,0.4263429,0.4409487,0.5471093,0.6095491,0.23018025,0.23494633,0.35361978,0.5270689,0.44765073,0.3000485,0.5577525,0.29569587,0.25092435,0.47958407,0.14178273,0.6168645,0.1482077,0.5700852,0.4936342,0.5964184,0.30690017,0.5878565
Meepo,0.87145174,0.56656885,0.35542384,0.8272399,0.30210963,0.6989609,0.654759,0.73666936,0.4425861,0.82660604,0.792788,0.74023026,0.75130016,0.5765301,0.81695825,0.6492221,0.7519001,0.6762195,0.6285861,0.43709165,0.65279084,0.51922095,0.69903004,0.73770326,0.37130088,0.27516574,0.7267252,0.5508509,0.40124357,0.26536646,0.6248928,0.4676263,0.47679275,0.7426589,0.75624275,0.26416233,0.58188164,0.7742449,0.54752916,0.7088181,0.6878053,0.5623988,0.69481295,0.4426525,0.8718096,0.7360527,0.68263304,0.8331076,0.38213,0.43703517,0.6558538,0.37237963,0.731477,0.5331185,0.64919245,0.61898386,0.39051595,0.86492187,0.5474368,0.7496601,0.5903963,0.5039264,0.30830607,0.5066395,0.3859983,0.6685633,0.18698521,0.6579459,0.72787315,0.44257408,0.56217057,0.8291868,0.674236,0.29825905,0.8265688,0.7148012,0.547761,0.4011819,0.81357265,0.6467696,1.0,0.22459352,0.4271699,0.40174133,0.39899018,0.30269694,0.53976744,0.4306178,0.56335795,0.49026778,0.5432019,0.65086955,0.7055885,0.7860481,0.5480495,0.71551126,0.7608725,0.59087944,0.37020895,0.35693365,0.5511841,0.5184862,0.5464789,0.48083508,0.8054274,0.54923266,0.6153803,0.64481705,0.34439847,0.34944478,0.5610771,0.9074892,0.79878217,0.29756686,0.739871,0.33930483,0.4282081,0.84575415,0.3901086,0.6671848,0.2582137,0.49915347,0.50731957,0.621651,0.24136753,0.82278335
Treant Protector,0.27375364,0.29939434,0.68693554,0.21699819,0.6764505,0.28984204,0.42781895,0.2456757,0.36876616,0.22051138,0.23878366,0.27954206,0.34823853,0.36771622,0.18671115,0.3452408,0.28338966,0.31120318,0.43482357,0.6340101,0.06651681,0.3509593,0.4684899,0.32036653,0.45103052,0.43176836,0.39711437,0.36468545,0.6160327,0.6632651,0.47850278,0.2842733,0.26931366,0.23357423,0.42944002,0.6080415,0.2561567,0.31514755,0.45924923,0.36935472,0.37958136,0.2960068,0.27720913,0.4098408,0.22600721,0.3142735,0.23826578,0.2927525,0.54463834,0.7485271,0.2624322,0.424267,0.32007408,0.18535253,0.30594194,0.43003947,0.634891,0.30520606,0.25744995,0.35445568,0.34619597,0.2679694,0.6341306,0.33890516,0.60094947,0.38600832,0.49928558,0.27005312,0.29043934,0.46557146,0.23951285,0.24256022,0.41310078,0.582845,0.39767742,0.30934265,0.35120514,0.4915747,0.39453188,0.37603855,0.22459352,1.0000001,0.65309685,0.7234965,0.46785617,0.69743204,0.4747747,0.3231993,0.16440271,0.6042357,0.3071946,0.2068626,0.17633502,0.30388325,0.4032553,0.27803478,0.25558472,0.31769502,0.76960003,0.38063014,0.3668624,0.58668596,0.31738558,0.37002948,0.40550533,0.49068284,0.2917106,0.22349867,0.48059922,0.62720484,0.42466262,0.34497365,0.25198427,0.4594726,0.38204163,0.48837847,0.46203777,0.339553,0.3261194,0.37131083,0.2936103,0.40784353,0.48519698,0.4560927,-0.001022121,0.32765317
Ogre Magi,0.45664757,0.61597794,0.7711181,0.37798953,0.7833903,0.390459,0.6623378,0.4871327,0.5426493,0.31443012,0.36749008,0.41152588,0.39348352,0.7385769,0.33340737,0.5339291,0.40976864,0.49178445,0.4559319,0.7894616,0.5140445,0.6645577,0.48716292,0.36284307,0.6806573,0.6562187,0.5658261,0.54079217,0.82079095,0.77127784,0.4859089,0.49753898,0.62536365,0.44084597,0.52831215,0.7633013,0.41803467,0.5156284,0.80863243,0.4188881,0.48014322,0.40134463,0.436323,0.6511775,0.31167164,0.45987633,0.37411377,0.42028037,0.67754817,0.82630974,0.45053142,0.33486512,0.42101017,0.43274522,0.4437918,0.81191057,0.70040154,0.4458963,0.56312966,0.36403376,0.70046717,0.4696018,0.78083915,0.43693098,0.70616275,0.34876865,0.6401577,0.4551895,0.38306823,0.66996896,0.40978497,0.4473107,0.55830145,0.691423,0.48389053,0.4319649,0.48170903,0.6453065,0.45231032,0.46830022,0.4271699,0.65309685,1.0,0.7700825,0.5862996,0.75110155,0.7778479,0.39539227,0.44278523,0.6875036,0.46800122,0.33832997,0.35813576,0.4352397,0.51806945,0.54413176,0.46510598,0.4310284,0.6617695,0.53468233,0.65998,0.80328864,0.5437547,0.57100224,0.47595105,0.59570235,0.49146628,0.31490502,0.6887918,0.7841037,0.7663675,0.47003534,0.36805454,0.5775341,0.43221208,0.5898433,0.5554759,0.46851152,0.48881733,0.5827825,0.57413006,0.5553271,0.6464293,0.44332343,0.21361789,0.63276124
Undying,0.39333662,0.53225523,0.69883764,0.34187466,0.7659936,0.32472754,0.57772136,0.3600544,0.61805624,0.2769259,0.33538324,0.29921308,0.4139175,0.5582669,0.342226,0.52929425,0.45427006,0.36251366,0.55527997,0.7278961,0.36155704,0.42463762,0.46328035,0.31693038,0.5415102,0.5284578,0.5573423,0.587057,0.7498287,0.72837704,0.4833879,0.6180811,0.49730185,0.325595,0.46674868,0.6567238,0.52050173,0.5166812,0.80261457,0.28761908,0.3392215,0.5297533,0.30026796,0.60258514,0.30557325,0.51800686,0.17894025,0.41652408,0.5619715,0.73765206,0.4513692,0.4638982,0.3188993,0.5394272,0.45475578,0.6430457,0.78467894,0.46262786,0.47040844,0.5049629,0.6488753,0.22927237,0.7644851,0.5287605,0.7342673,0.22294396,0.576731,0.527643,0.31505537,0.62188166,0.35835454,0.3409959,0.45018297,0.81817925,0.52743614,0.4992015,0.48717362,0.5537996,0.3131244,0.23749715,0.40174133,0.7234965,0.7700825,1.0000001,0.6038573,0.8327094,0.57063407,0.25299743,0.45414975,0.6242372,0.4884864,0.27011195,0.39077982,0.3388047,0.50474113,0.57097816,0.5246453,0.40815797,0.61833316,0.5645369,0.6870551,0.8297795,0.51971406,0.6620752,0.56290793,0.49172828,0.56530076,0.3357524,0.6055262,0.79114205,0.6751253,0.4646907,0.4420834,0.44501832,0.49625883,0.5310117,0.5030954,0.49533373,0.5002242,0.59952796,0.45466894,0.5969862,0.5887936,0.48828328,-0.06609121,0.52170664
Rubick,0.44928613,0.38302955,0.74302334,0.3306546,0.6707662,0.45409533,0.6275435,0.43016616,0.85984397,0.37857077,0.5383226,0.29959145,0.50160444,0.56342167,0.44318753,0.4755091,0.55405164,0.35988352,0.61117834,0.6937627,0.56989056,0.6149963,0.4124641,0.54652935,0.8732118,0.8097207,0.44809842,0.3558519,0.75356704,0.6391267,0.49085608,0.5329611,0.4701102,0.5438757,0.5626966,0.5481392,0.31419894,0.6088338,0.7366635,0.25704402,0.33166343,0.5794377,0.38301265,0.6550628,0.39740375,0.522651,0.37102428,0.432667,0.57364565,0.59097373,0.61519873,0.5425256,0.3929271,0.46896282,0.6022991,0.28300977,0.66544074,0.5512819,0.2825087,0.36419615,0.6045054,0.45545453,0.65998554,0.6171013,0.52784145,0.27999073,0.47585124,0.3279895,0.3715465,0.420502,0.5152871,0.32742426,0.57334894,0.7515108,0.61528337,0.3369944,0.24366833,0.7796725,0.39079002,0.20258218,0.39899018,0.46785617,0.5862996,0.6038573,1.0000001,0.77305055,0.7598882,0.053418815,0.5525674,0.63473725,0.5051376,0.35232642,0.38231212,0.41223517,0.2987035,0.3837533,0.4148474,0.24452019,0.4767088,0.86784965,0.41287813,0.45875084,0.3672532,0.8681041,0.6094708,0.518591,0.3607157,0.3573711,0.65640515,0.6297262,0.78248256,0.5175656,0.52756226,0.8440251,0.46833503,0.7367695,0.9075754,0.51586556,0.7381352,0.4231318,0.6980836,0.3177901,0.44879106,0.3556235,0.3246299,0.4846106
Disruptor,0.34116468,0.40583447,0.8833066,0.23384432,0.950373,0.36984396,0.4937456,0.32954913,0.7637138,0.3035526,0.43445012,0.23694977,0.39186403,0.4789606,0.30969164,0.44834906,0.43947202,0.3063748,0.5108908,0.7822346,0.49246436,0.48892406,0.3558525,0.42191496,0.7764631,0.7518828,0.40073812,0.3900871,0.8272872,0.90512216,0.3947157,0.55572593,0.51625615,0.4388933,0.4226273,0.80085933,0.3391095,0.49521244,0.8173469,0.21125485,0.2356587,0.46736985,0.25115088,0.65853786,0.29173172,0.41652957,0.25165638,0.39182997,0.5594829,0.66657424,0.4441027,0.5055149,0.28775066,0.420508,0.49256355,0.46412724,0.870906,0.41783196,0.2665141,0.3888058,0.50413835,0.3363629,0.8905029,0.58688825,0.8111656,0.15496819,0.7085691,0.36649632,0.28289255,0.4149561,0.40438282,0.30225214,0.440352,0.91629964,0.4732316,0.33485785,0.26544684,0.7647176,0.28721684,0.1512472,0.30269694,0.69743204,0.75110155,0.8327094,0.77305055,0.9999999,0.6266128,0.21129821,0.38255256,0.73207027,0.45207927,0.21393454,0.4178676,0.31517035,0.35323507,0.415449,0.38525638,0.26544285,0.5169723,0.6206916,0.5331434,0.6798978,0.37317723,0.762103,0.5285327,0.3578978,0.40536484,0.30890128,0.66863793,0.8838919,0.76357776,0.4458799,0.38429984,0.684503,0.3748638,0.64415896,0.7239386,0.43781462,0.61681795,0.46202418,0.6364116,0.36848274,0.44884408,0.30183792,0.14333022,0.51804626
Nyx Assassin,0.53756386,0.6216882,0.6717266,0.46978712,0.55901724,0.45052975,0.7987256,0.5285237,0.61557615,0.37824816,0.5686681,0.41480628,0.4839728,0.7887129,0.43245316,0.58348316,0.5366492,0.48195842,0.67253697,0.71751547,0.58690596,0.6231548,0.5032017,0.50353783,0.7995798,0.7202052,0.6054948,0.5144269,0.7997508,0.6549891,0.69259083,0.44220302,0.5045058,0.5931713,0.5858394,0.54433656,0.4453288,0.5902094,0.76728374,0.4176599,0.49299607,0.42365834,0.49805313,0.65519714,0.418211,0.5555321,0.41574362,0.56753594,0.52420175,0.7982027,0.5692549,0.34924692,0.42289555,0.43028614,0.59320784,0.5836044,0.59114325,0.5750702,0.5531465,0.4402315,0.87281865,0.5172563,0.63188165,0.56235987,0.4795367,0.3941506,0.4414249,0.47063345,0.41969964,0.7469828,0.5048899,0.57024354,0.6654537,0.5554386,0.6073859,0.4758182,0.42208207,0.67467815,0.55585754,0.4436653,0.53976744,0.4747747,0.7778479,0.57063407,0.7598882,0.6266128,0.99999994,0.21944909,0.5098483,0.6494828,0.50660616,0.45779455,0.3739227,0.47857946,0.4657739,0.57799375,0.47352195,0.4158303,0.6502141,0.72541606,0.5120113,0.63713014,0.5965678,0.72246176,0.6108156,0.7521445,0.50932974,0.28992257,0.58264965,0.6416933,0.78333545,0.5925181,0.5714701,0.73320585,0.4637348,0.6425423,0.74225086,0.60232383,0.62697333,0.59622943,0.54490626,0.526372,0.6611014,0.5074107,0.39481357,0.6714797
Naga Siren,0.67846006,0.19419289,0.2881813,0.6027676,0.2454554,0.67899764,0.16639559,0.6936618,0.1378599,0.5989207,0.21918702,0.7633279,0.27640608,0.42095694,0.20535578,0.1580607,0.23195186,0.7864461,0.27077886,0.23876324,0.23896296,0.34189555,0.20244402,0.24253203,0.09753502,0.103717074,0.17456084,0.24246083,0.20904128,0.14144899,0.49150014,0.2711751,0.33776155,0.315981,0.15229021,0.15799177,0.19805181,0.2290328,0.24211389,0.79124385,0.39380208,0.110653915,0.6175279,0.05299326,0.3364333,0.21465455,0.6374798,0.17452808,0.25668392,0.3736051,0.24281204,0.27074584,0.6959289,0.17708252,0.4251832,0.5261602,0.18909334,0.2628169,0.27129844,0.27272174,0.270126,0.6138271,0.15869617,0.35178977,0.26094538,0.59737176,0.011227532,0.33295485,0.7060088,0.14068958,0.5075699,0.6543463,0.2841772,0.17612234,0.26312315,0.28002265,0.2874597,0.1739143,0.32492653,0.42300484,0.4306178,0.3231993,0.39539227,0.25299743,0.053418815,0.21129821,0.21944909,0.99999994,0.19547324,0.37358603,0.26668566,0.7705172,0.6151395,0.72033393,0.2931568,0.18407334,0.1729693,0.289767,0.41661823,-0.020679578,0.483541,0.33270305,0.18054405,0.09226217,0.31149977,0.20548251,0.3115269,0.67885375,0.06590378,0.18501626,0.2681681,0.37005278,0.4779669,0.0697502,0.2308279,-0.011542403,0.103028886,0.31444418,0.13129762,0.26189584,0.123717144,0.2753944,0.52914315,0.19924745,0.3781327,0.4914012
Keeper of the Light,0.44259143,0.37592208,0.38254908,0.32547385,0.28674054,0.42169437,0.61587304,0.358751,0.6953073,0.44538844,0.51495373,0.343356,0.6566913,0.4381679,0.45757928,0.43557277,0.5834698,0.3422038,0.5417532,0.44974047,0.6165907,0.7397087,0.46952438,0.61477125,0.4283383,0.31845134,0.45275354,0.45959932,0.50193393,0.3709455,0.4298881,0.58439016,0.7648291,0.6159179,0.5155422,0.40231514,0.3727255,0.70068896,0.56430155,0.2806968,0.22547886,0.63794637,0.3987722,0.7320196,0.51177704,0.6713516,0.3020276,0.36214316,0.7033939,0.31607038,0.7285678,0.42465103,0.3399123,0.5521828,0.6655427,0.5233083,0.5596303,0.6016917,0.43015376,0.34185985,0.63539237,0.50336397,0.44770265,0.6862303,0.49041143,0.25693032,0.35922226,0.42932382,0.30392653,0.43935394,0.4415617,0.3685186,0.7453489,0.52900225,0.6902578,0.35898113,0.4659447,0.51317644,0.38756004,0.057034314,0.56335795,0.16440271,0.44278523,0.45414975,0.5525674,0.38255256,0.5098483,0.19547324,1.0000001,0.5975203,0.5348146,0.39490587,0.32122362,0.42266157,0.3622362,0.53974944,0.50531995,0.22439729,0.3043017,0.56902146,0.3766271,0.5296848,0.3251671,0.55780005,0.64044833,0.6064751,0.41826275,0.27504823,0.6019424,0.46670198,0.700069,0.6770076,0.54610074,0.3948175,0.51788515,0.5016571,0.5291959,0.62048894,0.6769238,0.44926152,0.37051573,0.4494943,0.2351145,0.51452184,0.3217476,0.55638975
Io,0.5310991,0.4621335,0.77523947,0.41910714,0.6774248,0.5300626,0.62931776,0.47715822,0.6492281,0.5141362,0.46075955,0.47128898,0.43273735,0.47728032,0.41939628,0.54547787,0.38180488,0.5316384,0.60635185,0.8084512,0.61784834,0.5312071,0.55670935,0.49896872,0.7039603,0.6391496,0.50567436,0.4823455,0.7213019,0.75067174,0.5567226,0.52551866,0.5494044,0.53202564,0.5238902,0.799155,0.3600492,0.52253366,0.7006078,0.5482756,0.52813,0.4420714,0.5747982,0.7190128,0.45346755,0.51759744,0.4170729,0.5141022,0.69649374,0.5517126,0.3945262,0.6087609,0.47705132,0.49977145,0.7493767,0.48210353,0.7019315,0.57207227,0.43405527,0.41870594,0.53811574,0.6833196,0.7820972,0.54816484,0.71197975,0.4611067,0.66955966,0.43821654,0.42790046,0.48726013,0.5394164,0.56575006,0.588264,0.7174693,0.5505017,0.43386728,0.4419537,0.7058573,0.52799237,0.38892415,0.49026778,0.6042357,0.6875036,0.6242372,0.63473725,0.73207027,0.6494828,0.37358603,0.5975203,0.99999994,0.56242627,0.41879582,0.5693816,0.55053216,0.4352476,0.5983423,0.39555028,0.44351748,0.4503656,0.61166304,0.57658607,0.6192831,0.36198923,0.6390933,0.52018136,0.61717546,0.44213837,0.48734733,0.6829194,0.82992446,0.7826194,0.5998594,0.5417089,0.6910026,0.44079918,0.7316037,0.7093501,0.47579846,0.61006695,0.51910096,0.51574403,0.5385174,0.34221438,0.4930686,0.38924387,0.67903626
Visage,0.5656963,0.77121216,0.48046082,0.59588814,0.41159368,0.54271555,0.50800544,0.46391827,0.5841604,0.5113169,0.45302483,0.44978595,0.5727171,0.51663405,0.7157503,0.7035214,0.5580551,0.3706853,0.32432133,0.57865995,0.61935425,0.52089447,0.6070341,0.50450885,0.46203297,0.32911125,0.7216421,0.7635253,0.5306258,0.41469517,0.4320005,0.8717974,0.368745,0.46720222,0.65358794,0.33979338,0.7799055,0.6312289,0.74427783,0.4852739,0.5572458,0.7744629,0.42867523,0.5778321,0.41280863,0.8706451,0.46590248,0.5758238,0.60933846,0.29299814,0.55584335,0.49221417,0.4295514,0.89835733,0.59333235,0.55500907,0.552677,0.70778084,0.71211076,0.77879894,0.5158263,0.47188413,0.36400926,0.63522243,0.51925224,0.488006,0.2288713,0.80572766,0.44238338,0.4838343,0.42761552,0.55795467,0.6347671,0.41454905,0.6543544,0.8437625,0.77844745,0.48496667,0.7327875,0.4962854,0.5432019,0.3071946,0.46800122,0.4884864,0.5051376,0.45207927,0.50660616,0.26668566,0.5348146,0.56242627,0.9999999,0.3998385,0.57412,0.5142352,0.7370422,0.7436781,0.7677987,0.7204528,0.20588246,0.49792466,0.48942524,0.4139123,0.7369545,0.5545456,0.5793622,0.4998976,0.83502185,0.4748345,0.5675798,0.4923941,0.6862083,0.5833005,0.41537896,0.51510745,0.7070506,0.5501415,0.54709834,0.5983345,0.62661916,0.8026357,0.19271521,0.81252396,0.3858973,0.71293205,0.34175423,0.47181177
Slark,0.8840342,0.3277166,0.34072223,0.81323606,0.18717787,0.8524909,0.40817624,0.8666097,0.31780207,0.7554615,0.50375634,0.89649224,0.42422205,0.6036146,0.48453122,0.30016965,0.4583917,0.88692194,0.5193046,0.34393132,0.5107086,0.47800967,0.3599088,0.47662044,0.2896708,0.29502875,0.39753538,0.36746448,0.394656,0.16192889,0.7295503,0.31194687,0.44211712,0.52127135,0.46400306,0.15241745,0.2900409,0.46758276,0.41190532,0.8517812,0.5976402,0.37445357,0.82474476,0.22987525,0.5980026,0.47444046,0.75330323,0.40731588,0.3356648,0.3507418,0.53650916,0.48719996,0.82769847,0.34121355,0.7145695,0.4138293,0.14244896,0.57211405,0.4149058,0.42896405,0.50382257,0.799391,0.20843697,0.46445143,0.15646082,0.71885955,0.08812281,0.40528604,0.85070264,0.39191905,0.72959954,0.7355891,0.46191412,0.27973714,0.58768785,0.42147815,0.32573983,0.22108917,0.52598333,0.5681818,0.65086955,0.2068626,0.33832997,0.27011195,0.35232642,0.21393454,0.45779455,0.7705172,0.39490587,0.41879582,0.3998385,1.0,0.73662007,0.88208735,0.33335486,0.3965795,0.32995373,0.35874462,0.36897078,0.37052202,0.5292334,0.30061048,0.4047031,0.35681608,0.55181456,0.36059567,0.4082633,0.78345174,0.15230179,0.22948702,0.47252473,0.62396,0.73327196,0.31002328,0.3762464,0.20256245,0.33431152,0.5499417,0.37979835,0.37440282,0.2831141,0.36063048,0.59236795,0.36941248,0.6148457,0.6633073
Medusa,0.8580768,0.47098434,0.47406,0.8224467,0.44022375,0.8206591,0.444026,0.8332604,0.4164233,0.85822356,0.5802141,0.8135259,0.5085451,0.42506707,0.65185046,0.5748638,0.57723695,0.81231636,0.4926935,0.47380763,0.59716475,0.28941777,0.5041879,0.47497067,0.3960342,0.36696374,0.5027307,0.45190156,0.39147764,0.31033498,0.4978841,0.52439195,0.36700678,0.5237036,0.539093,0.30606493,0.51716185,0.5789633,0.5881458,0.77409136,0.6353001,0.40880984,0.784027,0.330825,0.6659371,0.54167885,0.77509993,0.6314639,0.3364732,0.23924766,0.41243488,0.5218083,0.80225265,0.5434855,0.73043466,0.39816967,0.3623528,0.7144149,0.40870595,0.6146572,0.3916776,0.65284425,0.3477111,0.45347762,0.4336097,0.6766694,0.24029341,0.58569604,0.8193511,0.2747118,0.72753763,0.859638,0.45407277,0.37938476,0.56624776,0.6007419,0.38681015,0.42708898,0.5983897,0.5575335,0.7055885,0.17633502,0.35813576,0.39077982,0.38231212,0.4178676,0.3739227,0.6151395,0.32122362,0.5693816,0.57412,0.73662007,0.9999999,0.8433616,0.43043432,0.588351,0.56585413,0.6192019,0.11228517,0.3517425,0.6293933,0.34869614,0.44237763,0.51189065,0.59498596,0.32294792,0.5905331,0.92390436,0.31162208,0.4421473,0.5303499,0.6387111,0.7461877,0.3842311,0.5541652,0.33653685,0.40372524,0.62089974,0.3410375,0.5432528,0.29564634,0.44643915,0.3905355,0.41152173,0.46750978,0.7340754
Troll Warlord,0.970651,0.43580815,0.44106123,0.90105766,0.3280561,0.9439077,0.47708783,0.95248336,0.42439154,0.93788403,0.66110545,0.9565844,0.57547027,0.53083855,0.7141183,0.493961,0.5471674,0.9440574,0.50944024,0.43285093,0.510542,0.4494484,0.5290346,0.5957729,0.37157047,0.33822545,0.566583,0.4492705,0.4108641,0.21561599,0.6172015,0.43060797,0.43294632,0.61955875,0.60747015,0.2859484,0.4219112,0.58244073,0.50475746,0.9136496,0.7314698,0.44894347,0.9483012,0.3483768,0.7828648,0.59230256,0.9342795,0.6062747,0.4178044,0.41361824,0.5163863,0.50975555,0.9729235,0.45560205,0.70311624,0.48926848,0.33076352,0.6941255,0.4798799,0.5620793,0.4657186,0.7758184,0.31499922,0.41383207,0.3662535,0.88997585,0.22511953,0.50492567,0.97118294,0.34363294,0.78134435,0.84830505,0.5445447,0.333352,0.6586777,0.5656194,0.43357077,0.41562262,0.71903104,0.69885796,0.7860481,0.30388325,0.4352397,0.3388047,0.41223517,0.31517035,0.47857946,0.72033393,0.42266157,0.55053216,0.5142352,0.88208735,0.8433616,0.99999994,0.4453683,0.4992057,0.52210206,0.561629,0.33952758,0.38544387,0.5740741,0.41637173,0.42219672,0.40930778,0.59950227,0.41275856,0.5070627,0.9102489,0.385882,0.31952697,0.5119953,0.7274494,0.73231786,0.39832053,0.5217271,0.35891363,0.45347458,0.61457485,0.35328737,0.5080714,0.35172856,0.44415906,0.5194325,0.44421664,0.498845,0.7740322
Centaur Warrunner,0.50458694,0.9001734,0.41840312,0.44753376,0.3893163,0.38022798,0.641593,0.3797239,0.28642714,0.42034945,0.39506707,0.40695953,0.55449265,0.58875734,0.5797812,0.81111455,0.5275028,0.39677995,0.488037,0.5028062,0.4578363,0.4022117,0.8033404,0.4365212,0.29490826,0.26399192,0.8773943,0.95040643,0.37741724,0.26407734,0.47935238,0.78641224,0.32271847,0.3575619,0.6361657,0.29875445,0.8927624,0.53599644,0.56631863,0.505194,0.6738954,0.5982966,0.38077846,0.29452044,0.43901446,0.6576648,0.4016696,0.68957895,0.5457334,0.4325934,0.4444623,0.44516954,0.44128555,0.7800262,0.39617294,0.6427121,0.35621932,0.6491048,0.87486446,0.7453909,0.5066068,0.36482495,0.3434748,0.36344022,0.39494717,0.4342347,0.26320612,0.9346206,0.41901955,0.6454621,0.34219548,0.5106678,0.53011984,0.2925696,0.57138145,0.871586,0.9558207,0.2839361,0.68369484,0.63377565,0.5480495,0.4032553,0.51806945,0.50474113,0.2987035,0.35323507,0.4657739,0.2931568,0.3622362,0.4352476,0.7370422,0.33335486,0.43043432,0.4453683,1.0,0.8556581,0.81842875,0.83623594,0.43445197,0.123166256,0.60901254,0.5285367,0.82897097,0.26740035,0.5664712,0.52968746,0.9143014,0.41940767,0.33873576,0.3449913,0.4762867,0.4946765,0.44767925,0.24629182,0.70352244,0.29668632,0.2989037,0.5566189,0.27942428,0.9378654,0.11777822,0.85246843,0.47437721,0.8170257,0.1099171,0.5522935
